MSSubClass,LotArea,Street,BsmtFullBath,1stFlrSF,2ndFlrSF,YearRemodAdd,CentralAir,GarageQual,SaleCondition,Neighborhood
60,12090,Pave,0,1165,1098,1998,Y,TA,Abnorml,NoRidge
60,10364,Pave,0,806,766,1996,Y,TA,Normal,Gilbert
20,9991,Pave,1,1620,0,1993,Y,TA,Normal,Sawyer
50,10480,Pave,0,1166,0,1950,Y,TA,Normal,SWISU
70,15576,Pave,0,840,840,1976,Y,TA,Normal,Crawfor
60,14154,Pave,0,1071,1101,2006,Y,TA,Partial,NridgHt
60,10800,Pave,1,1050,1028,2008,Y,TA,Partial,Somerst
20,9571,Pave,0,1276,0,1958,Y,TA,Abnorml,Edwards
190,34650,Pave,1,1056,0,1955,N,TA,Normal,Gilbert
20,4403,Pave,1,1478,0,2009,Y,TA,Partial,Somerst
30,8960,Pave,0,1028,0,1950,Y,TA,Normal,OldTown
60,11228,Pave,0,1080,1017,1993,Y,TA,Normal,SawyerW
20,8899,Pave,0,1340,0,2007,Y,TA,Partial,Gilbert
60,7844,Pave,0,672,728,1978,Y,TA,Normal,Sawyer
70,22420,Pave,1,1370,1254,1950,N,TA,Normal,Crawfor
50,8160,Pave,1,756,378,1950,N,TA,AdjLand,Edwards
20,8450,Pave,1,1056,0,1968,Y,TA,Normal,NAmes
90,7060,Pave,2,1344,0,1998,Y,TA,Alloca,Mitchel
20,16635,Pave,0,1602,0,2000,Y,TA,Normal,NWAmes
20,21750,Pave,0,988,0,1954,Y,TA,Normal,Mitchel
60,9200,Pave,1,1470,1160,1998,Y,TA,Normal,NoRidge
20,9000,Pave,1,1196,0,1956,Y,TA,Normal,NAmes
60,3378,Pave,0,707,682,1992,Y,TA,Normal,OldTown
80,12800,Pave,1,1644,0,1989,Y,TA,Normal,SawyerW
20,8593,Pave,0,907,0,1957,Y,TA,Normal,NAmes
20,6762,Pave,1,1208,0,2007,Y,TA,Partial,CollgCr
20,11457,Pave,1,1412,0,1988,Y,TA,Normal,Timber
160,1680,Pave,0,483,504,1971,Y,TA,Abnorml,BrDale
50,5586,Pave,0,1088,110,1998,Y,,Abnorml,OldTown
160,1920,Pave,1,765,600,1971,Y,TA,Normal,BrDale
60,10839,Pave,0,926,678,1998,Y,TA,Normal,Gilbert
180,1890,Pave,1,630,0,1972,Y,,Normal,MeadowV
60,10667,Pave,1,827,834,1996,Y,TA,Normal,CollgCr
50,4400,Pave,0,734,384,1950,Y,TA,Normal,OldTown
45,6000,Pave,0,904,0,2004,Y,TA,Normal,BrkSide
30,4280,Pave,0,694,0,2002,N,Gd,Normal,Crawfor
50,12354,Pave,0,684,512,2000,Y,TA,Normal,Edwards
20,15431,Pave,1,2402,0,2008,Y,TA,Normal,NridgHt
90,12108,Pave,0,1440,0,1955,N,,Normal,Edwards
50,6240,Pave,0,1128,445,1992,Y,TA,Normal,BrkSide
120,3922,Pave,0,1258,0,2007,Y,TA,Partial,Blmngtn
60,8750,Pave,1,933,975,1995,Y,TA,Normal,CollgCr
20,9855,Pave,0,1689,0,1956,Y,TA,Normal,Edwards
20,16492,Pave,0,1888,0,2002,Y,TA,Normal,NAmes
60,11214,Pave,0,956,930,1999,Y,TA,Normal,Gilbert
50,8600,Pave,0,780,596,1950,Y,TA,Normal,IDOTRR
50,6000,Pave,0,679,504,2002,Y,TA,Normal,OldTown
30,5684,Pave,0,813,0,2005,Y,Fa,Normal,OldTown
20,70761,Pave,1,1533,0,1975,Y,TA,Normal,ClearCr
60,9303,Pave,1,888,868,1997,Y,TA,Normal,Timber
60,9000,Pave,0,786,804,2008,Y,TA,Normal,Somerst
90,9297,Pave,2,1728,0,1976,Y,TA,Family,Mitchel
20,9600,Pave,0,1242,0,1973,Y,TA,Normal,NWAmes
70,4571,Pave,0,624,720,1950,N,Fa,Abnorml,OldTown
20,53227,Pave,1,1663,0,1994,Y,TA,Normal,ClearCr
70,5100,Pave,0,833,833,1996,Y,TA,Normal,OldTown
50,7015,Pave,1,979,224,1950,Y,TA,Normal,BrkSide
60,8004,Pave,1,832,1103,2009,Y,TA,Partial,Somerst
70,7200,Pave,1,575,560,2007,Y,TA,Normal,SWISU
20,8281,Pave,0,864,0,1965,Y,TA,Normal,Sawyer
70,11988,Pave,0,849,811,1995,Y,TA,Normal,Crawfor
20,8430,Pave,0,1040,0,1978,Y,,Normal,CollgCr
120,3072,Pave,0,1414,0,2004,Y,TA,Normal,Blmngtn
20,10628,Pave,1,1277,0,1970,Y,TA,Normal,NAmes
70,9480,Pave,0,888,756,1995,Y,TA,Normal,NAmes
20,11428,Pave,0,1634,0,2006,Y,TA,Normal,NridgHt
60,9291,Pave,0,832,878,1993,Y,TA,Normal,SawyerW
120,6820,Pave,1,1502,0,1985,Y,TA,Normal,StoneBr
60,11952,Pave,0,1161,808,1977,Y,TA,Normal,NWAmes
180,3675,Pave,1,1072,0,2005,Y,TA,Normal,Edwards
20,14977,Pave,1,1976,0,2007,Y,TA,Partial,NridgHt
120,5330,Pave,1,1652,0,2000,Y,TA,Normal,StoneBr
20,8480,Pave,1,970,0,1963,Y,TA,Normal,Sawyer
20,13125,Pave,1,1493,0,1998,Y,TA,Normal,CollgCr
60,13693,Pave,0,2069,574,2006,Y,TA,Normal,NridgHt
20,10637,Pave,1,1718,0,2008,Y,TA,Normal,CollgCr
30,5925,Pave,0,1131,0,2000,Y,TA,Alloca,OldTown
20,16033,Pave,1,1850,0,2005,Y,TA,Normal,NridgHt
20,11846,Pave,1,1792,0,2004,Y,TA,Normal,NridgHt
70,2500,Pave,1,916,910,2005,Y,Fa,Normal,OldTown
120,4500,Pave,1,1216,0,1998,Y,TA,Normal,Mitchel
20,7758,Pave,1,999,0,2001,Y,TA,Normal,Sawyer
20,9600,Pave,0,1113,0,2007,Y,TA,Normal,NAmes
20,10289,Pave,1,1073,0,1965,Y,TA,Normal,NAmes
20,12243,Pave,0,1484,0,1971,Y,TA,Normal,NWAmes
190,10800,Pave,0,1766,648,1970,N,TA,Normal,OldTown
180,1526,Pave,1,630,0,2002,Y,TA,Normal,MeadowV
160,2665,Pave,0,616,688,1976,Y,TA,Normal,MeadowV
50,9490,Pave,1,958,620,1950,Y,TA,Normal,NAmes
60,15578,Pave,0,728,728,2006,Y,TA,Partial,Gilbert
20,7931,Pave,0,1269,0,1960,Y,TA,Normal,NAmes
30,5784,Pave,0,886,0,1996,Y,TA,Normal,OldTown
30,7879,Pave,0,720,0,1950,N,,Abnorml,IDOTRR
20,12692,Pave,1,3228,0,1993,Y,TA,Normal,NoRidge
50,9120,Pave,1,1133,687,1950,Y,TA,Normal,BrkSide
20,7800,Pave,0,899,0,2004,Y,TA,Normal,Sawyer
20,7535,Pave,0,912,0,1985,Y,TA,Normal,NAmes
160,1890,Pave,0,672,546,1973,Y,TA,Normal,BrDale
60,9803,Pave,0,866,902,2005,Y,TA,Normal,Somerst
20,9170,Pave,1,1214,0,1965,Y,Fa,Normal,Edwards
20,15602,Pave,1,1801,0,1997,Y,TA,Normal,Crawfor
160,2308,Pave,0,855,467,1974,Y,TA,Normal,NPkVill
90,7596,Pave,0,960,1000,1952,Y,TA,Normal,OldTown
60,9554,Pave,0,1065,846,1994,Y,TA,Normal,SawyerW
20,7862,Pave,0,1218,0,2009,Y,TA,Partial,Somerst
70,9600,Pave,0,689,689,2005,Y,TA,Normal,OldTown
20,9600,Pave,1,1041,0,1959,Y,TA,Normal,NAmes
20,14559,Pave,1,1363,0,2000,Y,TA,Normal,NAmes
120,6792,Pave,0,1368,0,2006,Y,TA,Partial,NridgHt
20,9100,Pave,1,864,0,1958,Y,TA,Normal,NAmes
20,9187,Pave,0,1080,0,1983,Y,TA,Normal,Mitchel
45,10594,Pave,0,789,0,1950,N,Po,Normal,Crawfor
20,12220,Pave,1,2020,0,2009,Y,TA,Partial,NridgHt
80,10448,Pave,0,1378,741,1972,Y,TA,Abnorml,NWAmes
60,10208,Pave,0,1277,1067,1997,Y,TA,Normal,NoRidge
60,9531,Pave,1,882,914,1998,Y,TA,Normal,CollgCr
70,10918,Pave,0,1276,804,2004,Y,TA,Normal,Crawfor
190,10800,Pave,0,694,600,2000,N,,Normal,OldTown
20,11988,Pave,0,1244,0,1957,Y,TA,Normal,NAmes
50,5000,Pave,0,1004,660,1950,Y,TA,Normal,BrkSide
60,40094,Pave,1,3138,1538,2008,Y,TA,Partial,Edwards
60,11787,Pave,1,1383,1015,1997,Y,TA,Normal,NoRidge
20,7500,Pave,0,1266,0,2005,Y,TA,Normal,Somerst
20,13300,Pave,0,928,0,2000,Y,TA,Normal,NAmes
60,14948,Pave,1,1476,1237,2008,Y,TA,Partial,NridgHt
30,9098,Pave,1,605,0,2002,Y,,Normal,Edwards
20,32668,Pave,1,2515,0,1975,Y,TA,Alloca,Crawfor
80,10200,Pave,1,1509,0,1989,Y,TA,Abnorml,Timber
70,6155,Pave,0,751,611,1999,Y,TA,Normal,BrkSide
20,7200,Pave,0,827,0,2007,Y,TA,Normal,NAmes
20,5000,Pave,0,334,0,1950,N,,Normal,BrkSide
60,9056,Pave,0,707,707,2004,Y,TA,Normal,Gilbert
190,7000,Pave,1,820,527,1991,Y,,Normal,Edwards
60,8924,Pave,0,880,844,1999,Y,TA,Normal,CollgCr
20,12735,Pave,0,864,0,1972,Y,TA,Normal,NAmes
20,11553,Pave,0,1159,0,1968,Y,TA,Normal,Sawyer
20,11423,Pave,1,1601,0,2002,Y,TA,Normal,CollgCr
20,14601,Pave,1,1838,0,2006,Y,TA,Normal,Timber
60,11000,Pave,0,997,1288,2000,Y,TA,Normal,NoRidge
20,10140,Pave,1,1680,0,1999,Y,TA,Normal,NWAmes
120,4058,Pave,1,767,0,1998,Y,TA,Normal,NAmes
60,17104,Pave,1,664,832,2006,Y,TA,Partial,Gilbert
50,13837,Pave,0,1377,806,1988,Y,TA,Normal,NWAmes
50,8737,Pave,0,915,720,1950,Y,TA,Normal,BrkSide
85,7244,Pave,1,768,0,1970,Y,TA,Normal,Mitchel
20,8235,Pave,1,825,0,1995,Y,TA,Normal,OldTown
60,9375,Pave,0,912,1182,2004,Y,TA,Normal,Somerst
120,4043,Pave,0,1069,0,1977,Y,TA,Abnorml,NPkVill
20,6000,Pave,0,928,0,1957,Y,TA,Normal,OldTown
20,11146,Pave,0,1717,0,2006,Y,TA,Normal,NridgHt
20,8777,Pave,0,1126,0,2003,Y,TA,Normal,Edwards
60,10625,Pave,1,1006,1040,2004,Y,TA,Normal,NridgHt
45,6380,Pave,0,1048,0,1950,Y,TA,Normal,BrkSide
20,14850,Pave,1,1092,0,1957,Y,TA,Normal,NAmes
50,11040,Pave,0,897,439,1950,Y,TA,Normal,IDOTRR
60,21872,Pave,0,729,717,1997,Y,TA,Normal,Gilbert
120,3196,Pave,0,1557,0,2004,Y,TA,Normal,Blmngtn
20,11341,Pave,1,1392,0,1996,Y,TA,Normal,Sawyer
20,10010,Pave,1,1389,0,1975,Y,TA,Normal,Mitchel
30,13907,Pave,1,996,0,1969,Y,,Normal,Edwards
50,21780,Pave,0,1163,511,1950,Y,TA,Normal,Edwards
60,13346,Pave,1,1166,1129,2000,Y,TA,Normal,NoRidge
70,6858,Pave,1,841,806,1950,N,TA,Normal,SWISU
60,11198,Pave,0,1134,1370,2007,Y,TA,Normal,StoneBr
20,10171,Pave,0,1535,0,2004,Y,TA,Normal,NridgHt
50,12327,Pave,1,1496,636,2009,Y,Gd,Normal,SawyerW
90,7032,Pave,1,943,0,1979,Y,TA,Normal,NAmes
90,13101,Pave,0,1728,0,1965,Y,TA,Normal,NAmes
20,7332,Pave,1,864,0,1959,Y,TA,Abnorml,NAmes
60,13159,Pave,0,846,846,2009,Y,TA,Partial,Timber
80,9967,Pave,0,774,656,2000,Y,TA,Normal,Gilbert
80,10500,Pave,0,576,533,2005,Y,TA,Normal,NAmes
50,8480,Pave,0,832,384,1950,Y,TA,Abnorml,NAmes
50,6292,Pave,0,877,600,1950,Y,TA,Normal,SWISU
80,11777,Pave,1,1320,0,1966,Y,TA,Abnorml,Sawyer
160,3604,Pave,0,703,689,2007,Y,TA,Abnorml,Somerst
50,12150,Pave,0,1050,745,1954,N,Fa,Normal,OldTown
20,14585,Pave,0,1429,0,1987,Y,TA,Normal,NAmes
20,12704,Pave,0,2042,0,2009,Y,TA,Partial,NridgHt
90,11841,Grvl,1,816,0,1990,Y,,Normal,Edwards
75,13500,Pave,0,1521,1254,2000,Y,Gd,Normal,OldTown
50,6120,Pave,0,989,584,1995,Y,TA,Normal,BrkSide
20,11443,Pave,1,2028,0,2006,Y,TA,Partial,Timber
30,10267,Pave,1,838,0,2000,Y,TA,Normal,BrkSide
85,8740,Pave,1,860,0,1982,Y,TA,Normal,Sawyer
20,25095,Pave,2,1473,0,2003,Y,TA,Partial,ClearCr
40,9100,Pave,0,779,0,1960,Y,TA,Normal,BrkSide
60,8320,Pave,0,770,812,2004,Y,TA,Normal,CollgCr
60,13478,Pave,1,1728,568,2008,Y,TA,Normal,NridgHt
20,6600,Pave,1,816,0,2003,Y,TA,Normal,Mitchel
120,4435,Pave,1,848,0,2003,Y,TA,Normal,CollgCr
20,7990,Pave,0,924,0,1975,Y,TA,Normal,CollgCr
20,11302,Pave,1,1826,0,2006,Y,TA,Partial,StoneBr
70,3600,Pave,0,684,684,1993,N,TA,Normal,OldTown
120,3922,Pave,0,1402,0,2007,Y,TA,Partial,Blmngtn
20,12984,Pave,1,1647,0,1977,Y,TA,Normal,Crawfor
160,1950,Pave,1,716,840,1980,Y,TA,Normal,Blueste
60,10927,Pave,1,1058,846,2005,Y,TA,Normal,NridgHt
50,9000,Pave,0,780,595,1950,Y,TA,Normal,IDOTRR
60,10041,Pave,1,927,988,1992,Y,TA,Abnorml,SawyerW
160,3182,Pave,0,600,600,2005,Y,TA,Normal,Somerst
20,12803,Pave,1,1494,0,2002,Y,TA,Normal,CollgCr
60,13600,Pave,0,1186,800,1990,Y,TA,Normal,NAmes
20,12464,Pave,1,1040,0,1996,Y,TA,Normal,CollgCr
20,7800,Pave,1,1112,896,2002,Y,TA,Normal,Edwards
70,12168,Pave,0,1940,1254,1998,Y,TA,Alloca,Crawfor
20,7943,Pave,1,1029,0,1961,Y,TA,Normal,Sawyer
60,11050,Pave,1,1476,677,2000,Y,TA,Normal,CollgCr
80,10395,Pave,0,1032,0,1978,Y,TA,Normal,NWAmes
60,11885,Pave,1,1299,573,2001,Y,TA,Normal,CollgCr
20,8402,Pave,0,1120,0,2007,Y,,Partial,Mitchel
180,1491,Pave,1,630,0,1972,Y,,Normal,MeadowV
85,8800,Pave,1,1054,0,1963,Y,TA,Abnorml,NAmes
60,7861,Pave,1,807,702,2003,Y,TA,Normal,Gilbert
45,7227,Pave,0,832,0,1954,Y,TA,Normal,NAmes
20,11694,Pave,0,1828,0,2007,Y,TA,Partial,NridgHt
60,12244,Pave,1,1482,780,2003,Y,TA,Normal,Timber
30,8248,Pave,1,864,0,1950,N,,Normal,Edwards
60,10800,Pave,0,1548,1066,1997,Y,TA,Normal,NWAmes
20,7064,Pave,0,980,0,1977,Y,TA,Normal,Sawyer
160,2117,Pave,0,756,756,2000,Y,TA,Normal,Somerst
60,10400,Pave,1,1012,778,1972,Y,TA,Normal,NWAmes
20,10000,Pave,0,1116,0,1962,Y,TA,Normal,NAmes
20,12342,Pave,0,1422,0,1978,Y,TA,Normal,NAmes
80,9600,Pave,1,1520,0,1972,Y,TA,Normal,NAmes
60,11606,Pave,0,1040,1040,1969,Y,TA,Family,NAmes
80,9020,Pave,1,1350,0,1964,Y,TA,Normal,NAmes
70,9000,Pave,0,1089,661,1991,Y,Fa,Abnorml,OldTown
120,4590,Pave,0,1554,0,2006,Y,TA,Normal,NridgHt
20,11900,Pave,0,1411,0,1977,Y,TA,Family,NWAmes
20,9250,Pave,0,1056,0,2005,Y,TA,Normal,NAmes
90,6979,Pave,2,1056,0,1980,Y,TA,Normal,OldTown
190,10896,Pave,0,1440,1440,1995,Y,,Abnorml,SWISU
30,6120,Pave,0,800,0,1950,N,,Normal,BrkSide
190,6000,Pave,0,811,576,1954,Y,TA,Normal,OldTown
30,8777,Pave,0,796,0,1950,Y,,Normal,Edwards
120,3982,Pave,1,1567,0,2006,Y,TA,Partial,Blmngtn
120,12677,Pave,0,1518,0,2004,Y,TA,Normal,NridgHt
60,7050,Pave,1,1057,872,2001,Y,TA,Normal,Somerst
80,13860,Pave,1,2000,704,1995,Y,TA,Normal,NAmes
60,10793,Pave,0,780,840,1969,Y,TA,Normal,NWAmes
20,9187,Pave,1,1766,0,2009,Y,TA,Partial,Somerst
20,10530,Pave,1,981,0,1971,Y,TA,Normal,NAmes
20,7200,Pave,0,1048,0,1950,Y,TA,Normal,NAmes
20,10452,Pave,0,1094,0,1953,Y,TA,Normal,Edwards
60,7700,Pave,0,1051,788,1966,Y,TA,Normal,NAmes
180,1936,Pave,1,630,0,1970,Y,,Normal,MeadowV
60,8125,Pave,0,822,843,2007,Y,TA,Normal,Somerst
70,9084,Pave,1,755,755,1950,Y,Fa,Normal,Edwards
60,8750,Pave,0,909,807,1996,Y,TA,Normal,CollgCr
50,10320,Pave,0,756,713,1995,Y,TA,Normal,IDOTRR
20,10437,Pave,1,2113,0,1995,Y,TA,Normal,NoRidge
160,1680,Pave,0,525,567,1971,Y,TA,Family,BrDale
20,10007,Pave,1,1053,0,2006,Y,TA,Normal,NAmes
70,7200,Pave,0,851,651,2000,Y,TA,Normal,Crawfor
50,17503,Pave,0,912,546,1950,Y,TA,Abnorml,NAmes
20,9937,Pave,1,1486,0,1999,Y,TA,Normal,Edwards
60,12384,Pave,0,1142,793,1976,Y,TA,Normal,NWAmes
60,46589,Pave,1,1686,762,2005,Y,TA,Normal,NoRidge
20,13560,Pave,1,1392,0,1968,Y,TA,Normal,NAmes
85,10012,Pave,1,1181,0,1972,Y,TA,Normal,Edwards
20,20896,Pave,1,2097,0,2006,Y,TA,Partial,Somerst
60,11194,Pave,0,1454,482,2000,Y,TA,Normal,Gilbert
60,18450,Pave,0,1465,915,1979,Y,TA,Abnorml,NAmes
20,8125,Pave,1,1679,0,1998,Y,TA,Normal,SawyerW
20,14175,Pave,1,1437,0,1987,Y,TA,Normal,Sawyer
30,11600,Pave,0,1180,0,1950,Y,TA,Normal,Crawfor
60,8633,Pave,1,738,738,2005,Y,TA,Normal,CollgCr
70,6629,Pave,1,697,672,1950,N,TA,Normal,Edwards
20,11250,Pave,1,1208,0,1977,Y,TA,Normal,Veenker
20,14442,Pave,1,1839,0,2004,Y,TA,Normal,Crawfor
20,9200,Pave,1,1136,0,1965,Y,TA,Normal,NAmes
160,2289,Pave,0,855,586,1978,Y,TA,Normal,NPkVill
70,9600,Pave,1,1095,679,1950,N,Fa,Normal,OldTown
30,9022,Pave,0,792,0,2006,Y,Fa,Normal,OldTown
20,11844,Pave,0,2046,0,2008,Y,TA,Partial,StoneBr
20,9945,Pave,1,988,0,1961,Y,TA,Normal,Sawyer
120,8012,Pave,0,923,0,1980,Y,TA,Normal,SawyerW
50,4500,Pave,0,848,672,2000,Y,TA,Abnorml,SWISU
120,2887,Pave,1,1291,0,1997,Y,TA,Normal,ClearCr
20,11248,Pave,1,1668,0,2002,Y,TA,Normal,CollgCr
60,16770,Pave,0,1195,644,1998,Y,TA,Normal,NoRidge
160,5062,Pave,1,1190,900,1984,Y,TA,Normal,StoneBr
60,10207,Pave,0,874,887,2007,Y,TA,Partial,Somerst
160,5105,Pave,0,551,551,2004,Y,TA,Normal,Somerst
20,8089,Pave,1,1419,0,2007,Y,TA,Partial,StoneBr
120,7577,Pave,0,1362,0,2006,Y,TA,Normal,NridgHt
120,4426,Pave,1,848,0,2004,Y,TA,Normal,CollgCr
60,21535,Pave,0,2444,1872,1995,Y,TA,Normal,NoRidge
60,26178,Pave,1,1238,1281,1990,Y,TA,Normal,Timber
30,5400,Pave,0,1073,0,1968,Y,TA,Abnorml,OldTown
50,6120,Pave,0,1067,472,1950,Y,TA,Normal,BrkSide
20,13811,Pave,1,1137,0,1987,Y,TA,Normal,Timber
30,6000,Pave,0,616,0,1950,Y,TA,Normal,BrkSide
20,6420,Pave,0,1148,0,1952,Y,TA,Normal,Edwards
20,8450,Pave,1,894,0,2009,Y,TA,Normal,Sawyer
120,4282,Pave,0,1391,0,2004,Y,TA,Normal,Somerst
20,14331,Pave,1,1800,0,2002,Y,TA,Normal,Timber
20,9600,Pave,0,1164,0,1969,Y,TA,Normal,NWAmes
60,12438,Pave,0,1264,1312,2006,Y,TA,Partial,StoneBr
190,7630,Pave,0,1032,780,1996,Y,TA,Normal,OldTown
20,8400,Pave,1,1484,0,2005,Y,TA,Normal,CollgCr
190,5600,Pave,0,372,720,1950,N,,Normal,IDOTRR
20,115149,Pave,1,1824,0,2002,Y,TA,Normal,ClearCr
120,6240,Pave,1,1324,0,2006,Y,TA,Normal,NridgHt
60,9018,Pave,0,728,728,2007,Y,TA,Partial,Gilbert
20,7162,Pave,0,904,0,1966,Y,TA,Abnorml,Sawyer
30,4130,Pave,0,729,0,2003,Y,,Normal,BrkSide
50,8712,Pave,0,859,319,1950,Y,TA,Abnorml,IDOTRR
120,4671,Pave,1,1228,0,1989,Y,TA,Normal,StoneBr
190,9873,Pave,1,960,0,1970,N,TA,Normal,BrkSide
60,13517,Pave,0,725,754,2005,Y,TA,Normal,Sawyer
20,10140,Pave,0,1350,0,1974,Y,TA,Normal,NWAmes
70,10800,Pave,0,1576,978,1998,Y,TA,Normal,OldTown
20,10000,Pave,0,1178,0,2000,Y,TA,Normal,NWAmes
60,10542,Pave,1,1325,1093,1994,Y,TA,Normal,NoRidge
20,9920,Pave,0,971,0,1969,Y,TA,Normal,CollgCr
120,6563,Pave,1,1742,0,1985,Y,TA,Normal,StoneBr
120,4426,Pave,1,848,0,2004,Y,TA,Normal,CollgCr
20,8120,Pave,0,864,0,1970,Y,TA,Normal,NAmes
50,8172,Pave,0,997,473,1972,Y,TA,Normal,Edwards
20,13286,Pave,1,1698,0,2008,Y,TA,Normal,Edwards
20,6960,Pave,0,864,0,1970,Y,TA,Normal,NAmes
20,21695,Pave,1,1680,0,2007,Y,TA,Normal,Crawfor
20,7314,Pave,1,1232,0,2007,Y,TA,Normal,CollgCr
90,11475,Pave,1,1776,0,1958,Y,TA,Abnorml,NAmes
30,6240,Pave,0,848,0,1950,Y,TA,Normal,IDOTRR
120,5389,Pave,1,1616,0,1996,Y,TA,Normal,StoneBr
80,9590,Pave,1,1146,0,2003,Y,TA,Normal,Timber
60,11404,Pave,0,1153,878,1999,Y,TA,Normal,CollgCr
20,10000,Pave,1,1144,0,1983,Y,TA,Normal,Sawyer
20,8978,Pave,0,948,0,1968,Y,TA,Family,Sawyer
75,10800,Pave,0,880,888,1970,N,TA,Normal,OldTown
90,8544,Pave,0,1040,0,1950,N,TA,Normal,NAmes
60,10463,Pave,0,901,900,2005,Y,TA,Normal,Gilbert
90,10800,Pave,3,1200,0,1988,Y,,Alloca,Edwards
60,9313,Pave,0,864,864,2004,Y,TA,Normal,CollgCr
70,9600,Pave,0,768,664,2002,Y,TA,Abnorml,OldTown
20,6768,Pave,1,912,0,1996,Y,TA,Normal,Sawyer
20,8450,Pave,0,1349,0,2001,Y,TA,Normal,SawyerW
80,12886,Pave,0,1464,0,1999,Y,TA,Normal,Sawyer
120,5395,Pave,1,1337,0,1993,Y,TA,Normal,StoneBr
60,8963,Pave,0,1175,1540,1996,Y,TA,Normal,NWAmes
60,8795,Pave,0,980,1276,2000,Y,TA,Normal,Gilbert
70,11700,Pave,0,1320,1320,2003,N,TA,Normal,OldTown
20,10593,Pave,1,1720,0,1996,Y,TA,Normal,NoRidge
50,8405,Pave,0,1088,441,1950,N,TA,Normal,Edwards
50,8800,Pave,0,792,348,2004,Y,,Normal,OldTown
60,7750,Pave,0,660,660,2003,Y,TA,Normal,Gilbert
20,9236,Pave,1,1494,0,1997,Y,TA,Normal,CollgCr
60,10240,Pave,0,1038,1060,2005,Y,TA,Normal,NridgHt
20,7930,Pave,1,1026,0,2005,Y,TA,Normal,NAmes
160,3230,Pave,0,742,729,1999,Y,TA,Normal,Somerst
60,10769,Pave,0,866,902,2007,Y,TA,Normal,CollgCr
60,11616,Pave,0,672,714,1978,Y,TA,Abnorml,Sawyer
160,2280,Pave,0,757,744,1999,Y,TA,Normal,Somerst
60,12257,Pave,0,1328,1203,1995,Y,TA,Normal,NoRidge
20,9100,Pave,0,864,0,1959,Y,Ex,Normal,NAmes
30,6911,Pave,0,1301,0,1950,Y,TA,Normal,BrkSide
60,8640,Pave,0,764,783,2009,Y,TA,Normal,Somerst
60,9430,Pave,1,1268,1097,1999,Y,TA,Normal,NoRidge
120,9549,Pave,1,1494,0,1996,Y,TA,Normal,Veenker
20,14587,Pave,0,1506,0,2008,Y,TA,Partial,Somerst
60,10421,Pave,0,980,734,1988,Y,TA,Normal,NWAmes
50,12508,Pave,1,983,767,1985,Y,TA,Normal,Mitchel
20,9100,Pave,0,1836,0,2005,Y,TA,Normal,CollgCr
60,53504,Pave,1,1690,1589,2003,Y,TA,Normal,StoneBr
85,7252,Pave,1,858,0,1982,Y,TA,Normal,Sawyer
20,8877,Pave,0,1220,0,1951,Y,TA,Normal,Edwards
80,7819,Pave,1,1117,0,1976,Y,TA,Abnorml,Edwards
20,10150,Pave,0,912,0,1958,Y,TA,Normal,NAmes
20,14226,Pave,0,1973,0,2006,Y,TA,Partial,NridgHt
120,4500,Pave,1,1204,0,1998,Y,TA,Normal,Mitchel
20,11210,Pave,0,1614,0,2006,Y,TA,Partial,CollgCr
20,13350,Pave,1,894,0,1974,Y,TA,Normal,Sawyer
90,8400,Pave,0,2020,0,1977,Y,TA,Normal,SawyerW
90,10530,Pave,1,1004,0,1977,Y,TA,Normal,Mitchel
20,7875,Pave,0,1253,0,1996,Y,TA,Normal,Gilbert
60,7153,Pave,0,810,793,1992,Y,TA,Normal,SawyerW
20,16285,Pave,0,1430,0,2002,Y,TA,Normal,CollgCr
85,9101,Pave,1,1110,0,1978,Y,TA,Normal,Mitchel
75,6300,Pave,0,742,742,2001,Y,,Normal,OldTown
20,9790,Pave,0,1342,0,1967,Y,TA,Normal,NWAmes
50,10800,Pave,1,966,686,1950,Y,TA,Normal,OldTown
60,10142,Pave,1,956,1128,2004,Y,TA,Normal,SawyerW
20,6000,Pave,0,901,0,2000,Y,Fa,Normal,OldTown
60,12205,Pave,0,976,1111,2007,Y,TA,Normal,ClearCr
120,3182,Pave,0,1145,0,2006,Y,TA,Normal,Blmngtn
80,11333,Pave,1,1062,0,1976,Y,TA,Normal,Mitchel
60,9920,Pave,1,1127,886,1997,Y,TA,Normal,NoRidge
20,9158,Pave,0,1496,0,2007,Y,TA,Partial,Somerst
60,10832,Pave,0,1086,809,1996,Y,TA,Normal,Gilbert
60,8400,Pave,0,888,676,1981,Y,TA,Normal,SawyerW
20,8197,Pave,0,1285,0,1977,Y,TA,Normal,Sawyer
20,7677,Pave,0,773,0,1953,Y,TA,Abnorml,NAmes
60,13518,Pave,0,1966,1174,2009,Y,TA,Partial,NridgHt
50,7200,Pave,1,981,787,1950,Y,TA,Normal,SWISU
60,12798,Pave,1,616,1072,1997,Y,TA,Normal,ClearCr
30,4800,Pave,1,1196,0,1990,Y,TA,Normal,IDOTRR
60,8199,Pave,1,728,728,2005,Y,TA,Normal,CollgCr
60,13891,Pave,0,1734,1088,2009,Y,TA,Partial,NridgHt
20,9000,Pave,0,1128,0,1954,Y,TA,Family,NAmes
20,12274,Pave,0,1428,0,2008,Y,TA,Partial,Somerst
80,9750,Pave,0,980,0,1967,Y,TA,Normal,NAmes
70,21384,Pave,2,1072,504,2004,Y,TA,Normal,BrkSide
80,13400,Pave,1,1086,0,1966,Y,TA,Normal,NAmes
